排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,最低錄取分數,分數年度,分數來源備註,資優班/特色班,排序分數
,710301,國立金門高中,公立,金門區學校名錄,普通科,,金門縣,金城鎮,金門縣金城鎮光前路94號,,(082)326582,普通科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,710401,國立金門農工,公立,金門區學校名錄,專業群科／進修部,,金門縣,金湖鎮新市,金門縣金湖鎮新市里復興路1之11號,,(082)333508,園藝科(日)；機械科(日)；汽車科(日)；資訊科(日)；電子科(日)；電機科(日)；電機科(夜)；建築科(夜)；商業經營科(日)；餐飲管理科(日)；家政科(日)；漁業科(日)；水產養殖科(日)；居家生活服務科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
