district,district_label,school_code,school_name,admission_track,program,address,website
tp,基北區,313301,市立西松高中,基北區,高中,臺北市松山區鵬程里健康路325巷7號,http://www.hssh.tp.edu.tw
tp,基北區,413301,市立陽明高中,基北區,高中,臺北市士林區後港里中正路510號,http://www.ymsh.tp.edu.tw
tp,基北區,403302,市立麗山高中,基北區,高中,臺北市內湖區港華里環山路二段100號,http://www.lssh.tp.edu.tw
tp,基北區,381304,私立再興中學,基北區,高中,臺北市文山區明義里興隆路4段2號,http://www.thsh.tp.edu.tw
tp,基北區,321399,私立協和祐德高中,基北區,高中,臺北市信義區大道里忠孝東路五段790巷27號,https://www.hhvs.tp.edu.tw/
tp,基北區,351B09,私立南華高中進修學校,基北區,高中,臺北市中正區富水里汀州路3段58號,http://www.nhwsh.tp.edu.tw
tp,基北區,331403,私立喬治工商,基北區,高中,臺北市信義區黎順里基隆路二段155號,https://www.gvs.tp.edu.tw/
tp,基北區,381303,私立大誠高中,基北區,高中,臺北市文山區萬興里秀明路二段175號,https://www.tcsh.tp.edu.tw/
tp,基北區,421303,私立奎山實驗高級中學,基北區,高中,臺北市北投區榮華里明德路200號,https://www.kshs.tp.edu.tw/
tp,基北區,331301,私立延平中學,基北區,高中,臺北市大安區和安里建國南路1段275號,http://www.yphs.tp.edu.tw
tp,基北區,331304,私立復興實驗高中,基北區,高中,臺北市大安區仁愛里敦化南路一段262號,https://www.fhjh.tp.edu.tw/
tp,基北區,361B09,私立志仁中學進修學校,基北區,高中,臺北市大同區建泰里南京西路64巷17號,http://www.cjvs.tp.edu.tw
tp,基北區,381305,私立景文高中,基北區,高中,臺北市文山區木新里保儀路127號,https://www.jwsh.tp.edu.tw/
tp,基北區,381301,私立東山高中,基北區,高中,臺北市文山區老泉里老泉街26巷3號,http://www.tshs.tp.edu.tw
tp,基北區,411301,私立泰北高中,基北區,高中,臺北市士林區福林里福林路240號,http://www.tpsh.tp.edu.tw
tp,基北區,381302,私立滬江高中,基北區,高中,臺北市文山區景美里羅斯福路六段336號,https://www.hchs.tp.edu.tw/
tp,基北區,341402,私立稻江護家,基北區,高中,臺北市中山區新庄里新生北路三段55號,http://www.tcnvs.tp.edu.tw
tp,基北區,361401,私立稻江高商,基北區,高中,臺北市大同區隆和里民權西路225巷24號,http://www.tkcvs.tp.edu.tw
tp,基北區,311401,私立育達高中,基北區,高中,臺北市松山區美仁里寧安街12號,http://www.yudah.tp.edu.tw
tp,基北區,411303,私立華興中學,基北區,高中,臺北市士林區芝山里仰德大道1段101號,http://www.hhhs.tp.edu.tw
tp,基北區,421301,私立薇閣高中,基北區,高中,臺北市北投區中心里珠海路50號,https://www.wghs.tp.edu.tw/nss/p/index
tp,基北區,411302,私立衛理女中,基北區,高中,臺北市士林區臨溪里至善路二段321號,http://www.wlgsh.tp.edu.tw
tp,基北區,401303,私立達人高中,基北區,高中,臺北市內湖區湖濱里內湖路二段314號,https://www1.trgsh.tp.edu.tw/
tp,基北區,331302,私立金甌女中,基北區,高中,臺北市大安區光明里杭州南路2段1號,http://www.cogsh.tp.edu.tw
tp,基北區,331404,私立開平餐飲,基北區,高中,臺北市大安區龍陣里復興南路二段148巷24號,http://www.kpvs.tp.edu.tw
tp,基北區,361301,私立靜修高中,基北區,高中,臺北市大同區雙連里寧夏路59號,http://www.bish.tp.edu.tw
tp,基北區,381306,私立靜心高中,基北區,高中,臺北市文山區興福里興隆路二段46號,http://www.chjhs.tp.edu.tw/dispPageBox/MainHp.aspx?ddsPageID=MAINHP
tp,基北區,351402,臺北市開南高中,基北區,高中,臺北市中正區東門里濟南路一段6號,https://www.knvs.tp.edu.tw/
taoyuan-lienchiang,桃連區,030305,國立中央大學附屬中壢高中,桃連區日間部,高中,桃園市中壢區三光路115號,http://www.clhs.tyc.edu.tw
taoyuan-lienchiang,桃連區,030403,國立北科大附屬桃園農工,桃連區日間部,技術型高中,桃園市桃園區成功路二段144號,http://www.tyai.tyc.edu.tw
taoyuan-lienchiang,桃連區,720301,國立馬祖高中,桃連區日間部,綜合高中,連江縣南竿鄉介壽村374號,http://www.mssh.matsu.edu.tw
taoyuan-lienchiang,桃連區,033302,市立龍潭高中,桃連區日間部,技術型高中,桃園市龍潭區神龍路155號,http://www.ltsh.tyc.edu.tw/bin/home.php
taoyuan-lienchiang,桃連區,033304,市立桃園高中,桃連區日間部,高中,桃園市桃園區成功路三段38號,http://www.tysh.tyc.edu.tw
taoyuan-lienchiang,桃連區,033306,市立武陵高中,桃連區日間部,高中,桃園市桃園區中山路889號,http://www.wlsh.tyc.edu.tw
taoyuan-lienchiang,桃連區,033316,市立楊梅高中,桃連區日間部,高中,桃園市楊梅區高獅路5號,http://www.ymhs.tyc.edu.tw/
taoyuan-lienchiang,桃連區,033325,市立陽明高中,桃連區日間部,高中,桃園市桃園區德壽街8號,http://www.pymhs.tyc.edu.tw
taoyuan-lienchiang,桃連區,033327,市立內壢高中,桃連區日間部,高中,桃園市中壢區成章四街120號,http://www.nlhs.tyc.edu.tw
taoyuan-lienchiang,桃連區,033407,市立中壢高商,桃連區日間部,技術型高中,桃園市中壢區中央西路二段141巷100號,http://www.clvsc.tyc.edu.tw
taoyuan-lienchiang,桃連區,033408,市立中壢家商,桃連區日間部,技術型高中,桃園市中壢區德育路36號,https://www.clvs.tyc.edu.tw/ischool/publish_page/0/
taoyuan-lienchiang,桃連區,034306,市立南崁高中,桃連區日間部,高中,桃園市蘆竹區仁愛路二段1號,https://www.nksh.tyc.edu.tw/ischool/publish_page/0/
taoyuan-lienchiang,桃連區,034312,市立大溪高中,桃連區日間部,高中,桃園市大溪區康莊路641號,http://www.dssh.tyc.edu.tw
taoyuan-lienchiang,桃連區,034314,市立壽山高中,桃連區日間部,技術型高中,桃園市龜山區大同路23號,http://www.sssh.tyc.edu.tw
